"X1","Report ID","Report Type","Arrest Date","Time","Area ID","Area Name","Reporting District","Age","Sex Code","Descent Code","Charge Group Code","Charge Group Description","Arrest Type Code","Charge","Charge Description","Disposition Description","Address","Cross Street","LAT","LON","Location","Booking Date","Booking Time","Booking Location","Booking Location Code","week","date","month"
6216,5950189,"BOOKING","06/06/2020 12:00:00 AM","2250","05","Harbor","0509",23,"M","H","22","Driving Under Influence","M","23152(A)VC","DRUNK DRIVING ALCOHOL/DRUGS","MISDEMEANOR COMPLAINT FILED","1500    242ND                        PL",NA,33.805,-118.3033,"POINT (-118.3033 33.805)","06/07/2020 12:00:00 AM","0005","HARBOR",4205,23,2020-06-06,6
6222,5942344,"BOOKING","05/28/2020 12:00:00 AM","1630","06","Hollywood","0677",37,"M","B","08","Other Assaults","F","422(A)PC","TERRORIZE CAUSING FEAR","MISDEMEANOR COMPLAINT FILED","700 N  WILTON                       PL",NA,34.0835,-118.3135,"POINT (-118.3135 34.0835)","05/28/2020 12:00:00 AM","1744","HOLLYWOOD",4206,22,2020-05-28,5
6231,5938470,"BOOKING","05/23/2020 12:00:00 AM","2215","12","77th Street","1267",31,"M","B","24","Miscellaneous Other Violations","F","3000.08CPC","PAROLE WARRANT","FELONY COMPLAINT FILED","81ST                         ST","VERMONT                      AV",33.9622,-118.285,"POINT (-118.285 33.9622)","05/23/2020 12:00:00 AM","2350","77TH ST",4212,21,2020-05-23,5
6236,5947616,"BOOKING","06/02/2020 12:00:00 AM","1640","06","Hollywood","0646",18,"M","B","24","Miscellaneous Other Violations","M","466PC","POSSESSION BURGLARY TOOLS","MISDEMEANOR COMPLAINT FILED","SUNSET","MORNINGSIDE",34.098,-118.3277,"POINT (-118.3277 34.098)","06/03/2020 12:00:00 AM","0324","HOLLYWOOD",4206,23,2020-06-02,6
6239,5949213,"BOOKING","06/05/2020 12:00:00 AM","1230","19","Mission","1936",29,"F","W","03","Robbery","F","211PC","ROBBERY","FELONY COMPLAINT FILED","RINALDI                      ST","LAUREL CANYON                BL",34.2799,-118.4546,"POINT (-118.4546 34.2799)","06/05/2020 12:00:00 AM","1459","VALLEY - JAIL DIV",4279,23,2020-06-05,6
6241,5945978,"BOOKING","06/01/2020 12:00:00 AM","0940","09","Van Nuys","0926",26,"M","B","24","Miscellaneous Other Violations","F","3455(B)1PC","WARRANT-PETITION TO REVOKE COMMUNITY SUPVN","FELONY COMPLAINT FILED","VANOWEN","VAN NUYS",34.1939,-118.4487,"POINT (-118.4487 34.1939)","06/01/2020 12:00:00 AM","1128","VALLEY - JAIL DIV",4279,23,2020-06-01,6
6248,5939660,"BOOKING","05/25/2020 12:00:00 AM","2140","12","77th Street","1267",32,"M","B","24","Miscellaneous Other Violations","F","3455(B)1PC","WARRANT-PETITION TO REVOKE COMMUNITY SUPVN","FELONY COMPLAINT FILED","FIGUEROA","MANCHESTER",33.9601,-118.2827,"POINT (-118.2827 33.9601)","05/26/2020 12:00:00 AM","0002","77TH ST",4212,22,2020-05-25,5
6257,5945859,"BOOKING","06/01/2020 12:00:00 AM","0030","04","Hollenbeck","0437",21,"M","H","05","Burglary","F","459PC","BURGLARY","849(B)(1) PC/TECHNICAL ARREST","RICHELIEU                    PL","RICHELIEU                    AV",34.0728,-118.1829,"POINT (-118.1829 34.0728)","06/01/2020 12:00:00 AM","0450","77TH ST",4212,23,2020-06-01,6
6262,5938539,"BOOKING","05/24/2020 12:00:00 AM","0005","09","Van Nuys","0911",44,"M","H","22","Driving Under Influence","M","23152(A)VC","DRUNK DRIVING ALCOHOL/DRUGS","MISDEMEANOR COMPLAINT FILED","VANOWEN","CHISHOLM                     AV",34.1939,-118.4717,"POINT (-118.4717 34.1939)","05/24/2020 12:00:00 AM","0117","VALLEY - JAIL DIV",4279,21,2020-05-24,5
6267,5946789,"BOOKING","06/01/2020 12:00:00 AM","2055","06","Hollywood","0676",24,"M","B","05","Burglary","F","463(A)PC","2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC","DISTRICT ATTORNEY REJECT","700 N  VINE",NA,34.0835,-118.3266,"POINT (-118.3266 34.0835)","06/02/2020 12:00:00 AM","0202","HOLLYWOOD",4206,23,2020-06-01,6
6269,5946927,"BOOKING","06/02/2020 12:00:00 AM","0330","09","Van Nuys","0914",15,"F","H","24","Miscellaneous Other Violations","F","594(A)PC","VANDALISM",NA,"SEPULVEDA","VANOWEN",34.1939,-118.4662,"POINT (-118.4662 34.1939)","06/02/2020 12:00:00 AM","0539","VALLEY - JAIL DIV",4279,23,2020-06-02,6
6270,5945759,"BOOKING","05/31/2020 12:00:00 AM","2250","05","Harbor","0557",27,"M","B","05","Burglary","F","463(A)PC","2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC","FELONY COMPLAINT FILED","1ST                          ST","GAFFEY",33.7433,-118.2923,"POINT (-118.2923 33.7433)","06/01/2020 12:00:00 AM","0209","HARBOR",4205,22,2020-05-31,5
6279,5940319,"BOOKING","05/26/2020 12:00:00 AM","2133","18","Southeast","1803",19,"M","H","08","Other Assaults","M","243(A)PC","BATTERY ON PERSON","MISDEMEANOR COMPLAINT FILED","38TH","WALL                         ST",33.9583,-118.2684,"POINT (-118.2684 33.9583)","05/26/2020 12:00:00 AM","2319","77TH ST",4212,22,2020-05-26,5
6282,5943698,"BOOKING","05/29/2020 12:00:00 AM","1100","06","Hollywood","0646",32,"M","H","04","Aggravated Assault","F","245(A)(1)PC","ADW, NOT FIREARM, W/GBI","DISTRICT ATTORNEY REJECT","SELMA","CHEROKEE",34.0997,-118.335,"POINT (-118.335 34.0997)","05/29/2020 12:00:00 AM","1727","VALLEY - JAIL DIV",4279,22,2020-05-29,5
6286,5941585,"BOOKING","05/28/2020 12:00:00 AM","0805","02","Rampart","0281",24,"M","H","02","Rape","F","289(J)PC","PENETRATN OF VICT < 14:SUSPECT 10YR OLDR","FELONY COMPLAINT FILED","1100 S  ALVARADO                     ST",NA,34.0503,-118.2808,"POINT (-118.2808 34.0503)","05/28/2020 12:00:00 AM","1321","METRO - JAIL DIVISION",4273,22,2020-05-28,5
6288,5939498,"BOOKING","05/25/2020 12:00:00 AM","1655","01","Central","0153",27,"M","B","08","Other Assaults","M","148(A)(1)PC","OBSTRUCT/ETC PUB OFCR/ETC","MISDEMEANOR COMPLAINT FILED","6TH","SPRING",34.0463,-118.2515,"POINT (-118.2515 34.0463)","05/25/2020 12:00:00 AM","1908","METRO - JAIL DIVISION",4273,22,2020-05-25,5
6296,5939335,"BOOKING","05/25/2020 12:00:00 AM","1100","07","Wilshire","0705",29,"M","B","23","Moving Traffic Violations","M","2800.2(A)VC","DISREGARD SAFETY:EVADE PO","MISDEMEANOR COMPLAINT FILED","LA BREA","BEVERLY",34.0846,-118.3464,"POINT (-118.3464 34.0846)","05/25/2020 12:00:00 AM","1313","77TH ST",4212,22,2020-05-25,5
6299,5938143,"BOOKING","05/23/2020 12:00:00 AM","0940","19","Mission","1985",37,"M","H","15","Against Family/Child","M","273.6(A)PC","DISOBEY DOMESTIC RELATIONS COURT ORDER","MISDEMEANOR COMPLAINT FILED","WAKEFIELD                    ST","COMMUNITY                    ST",34.2226,-118.4434,"POINT (-118.4434 34.2226)","05/23/2020 12:00:00 AM","1234","VALLEY - JAIL DIV",4279,21,2020-05-23,5
6300,5947522,"BOOKING","06/02/2020 12:00:00 AM","1900","06","Hollywood","0667",37,"F","B","05","Burglary","F","463(A)PC","2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC","DISTRICT ATTORNEY REJECT","1100 N  BRONSON                      AV",NA,34.0908,-118.3179,"POINT (-118.3179 34.0908)","06/03/2020 12:00:00 AM","0121","77TH ST",4212,23,2020-06-02,6
6302,5944812,"BOOKING","05/30/2020 12:00:00 AM","1700","13","Newton","1353",26,"M","B","08","Other Assaults","F","422(A)PC","TERRORIZE CAUSING FEAR","FELONY COMPLAINT FILED","800 E  46TH                         ST",NA,34.0017,-118.2617,"POINT (-118.2617 34.0017)","05/30/2020 12:00:00 AM","2008","77TH ST",4212,22,2020-05-30,5
6306,5938741,"BOOKING","05/24/2020 12:00:00 AM","1105","06","Hollywood","0666",27,"M","B","14","Sex (except rape/prst)","M","647(A)PC","SOLICIT/ENGAGE LEWD ACT IN PUBLIC VIEW","MISDEMEANOR COMPLAINT FILED","WILCOX","SUNSET",34.098,-118.331,"POINT (-118.331 34.098)","05/24/2020 12:00:00 AM","1212","HOLLYWOOD",4206,21,2020-05-24,5
6314,5947866,"BOOKING","06/03/2020 12:00:00 AM","1240","19","Mission","1905",18,"M","H","06","Larceny","M","459.5PC","SHOPLIFTING","MISDEMEANOR COMPLAINT FILED","FOOTHILL","SAYRE",34.311,-118.4328,"POINT (-118.4328 34.311)","06/03/2020 12:00:00 AM","1753","VALLEY - JAIL DIV",4279,23,2020-06-03,6
6322,5940996,"BOOKING","05/27/2020 12:00:00 AM","1845","03","Southwest","0335",26,"F","B","04","Aggravated Assault","F","245(A)(1)PC","ADW, NOT FIREARM, W/GBI","DISTRICT ATTORNEY REJECT","2800    ARLINGTON",NA,34.0276,-118.3229,"POINT (-118.3229 34.0276)","05/27/2020 12:00:00 AM","2207","METRO - JAIL DIVISION",4273,22,2020-05-27,5
6327,5949341,"BOOKING","06/05/2020 12:00:00 AM","1905","14","Pacific","1494",55,"M","W","06","Larceny","F","487(A)PC","GRAND THEFT MONEY/PROPERTY > $400","FELONY COMPLAINT FILED","300    WORLDWAY",NA,33.942,-118.4095,"POINT (-118.4095 33.942)","06/05/2020 12:00:00 AM","2108","PACIFIC",4214,23,2020-06-05,6
6338,5950119,"BOOKING","06/06/2020 12:00:00 AM","1955","01","Central","0182",28,"M","W","24","Miscellaneous Other Violations","F","3455(A)PC","PETITION TO REVOKE PRCS","FELONY COMPLAINT FILED","1200 S  GRAND                        AV",NA,34.0402,-118.2633,"POINT (-118.2633 34.0402)","06/06/2020 12:00:00 AM","2221","METRO - JAIL DIVISION",4273,23,2020-06-06,6
6342,5950028,"BOOKING","06/06/2020 12:00:00 AM","1700","01","Central","0153",24,"M","B","03","Robbery","F","211PC","ROBBERY","DISTRICT ATTORNEY REJECT","500 S  BROADWAY",NA,34.0481,-118.2507,"POINT (-118.2507 34.0481)","06/06/2020 12:00:00 AM","1946","METRO - JAIL DIVISION",4273,23,2020-06-06,6
6345,5940663,"BOOKING","05/27/2020 12:00:00 AM","1000","14","Pacific","1414",47,"M","B","05","Burglary","F","459PC","BURGLARY","FELONY COMPLAINT FILED","700    ROSE                         AV",NA,34.0004,-118.4698,"POINT (-118.4698 34.0004)","05/27/2020 12:00:00 AM","1232","PACIFIC",4214,22,2020-05-27,5
6350,5946056,"BOOKING","06/01/2020 12:00:00 AM","0230","14","Pacific","1405",27,"M","B","14","Sex (except rape/prst)","M","647(A)PC","SOLICIT/ENGAGE LEWD ACT IN PUBLIC VIEW","MISDEMEANOR COMPLAINT FILED","MOTOR","NATIONAL",34.0292,-118.4107,"POINT (-118.4107 34.0292)","06/01/2020 12:00:00 AM","1638","PACIFIC",4214,23,2020-06-01,6
6352,5939597,"BOOKING","05/25/2020 12:00:00 AM","1905","09","Van Nuys","0904",20,"M","H","12","Weapon (carry/poss)","F","29800(A)1PC","POSS F/ARM BY CONVICTED FELON/ADDICT/ETC","FELONY COMPLAINT FILED","KESTER                       AV","LULL                         ST",34.2094,-118.4575,"POINT (-118.4575 34.2094)","05/25/2020 12:00:00 AM","2219","VALLEY - JAIL DIV",4279,22,2020-05-25,5
6354,5947466,"BOOKING","06/02/2020 12:00:00 AM","2120","02","Rampart","0266",24,"M","H","04","Aggravated Assault","F","245(A)(1)PC","ADW, NOT FIREARM, W/GBI","FELONY COMPLAINT FILED","7TH                          ST","BURLINGTON",34.055,-118.2735,"POINT (-118.2735 34.055)","06/03/2020 12:00:00 AM","0013","77TH ST",4212,23,2020-06-02,6
6357,5940197,"BOOKING","05/26/2020 12:00:00 AM","1545","03","Southwest","0331",24,"F","H","04","Aggravated Assault","F","273.5(A)PC","CORPORAL INJURY ON SPOUSE/COHABITANT/ETC","CITY ATTORNEY REJECT","FARMDALE                     ST","EXPOSITION                   BL",34.0241,-118.346,"POINT (-118.346 34.0241)","05/26/2020 12:00:00 AM","1916","METRO - JAIL DIVISION",4273,22,2020-05-26,5
6358,5949979,"BOOKING","06/06/2020 12:00:00 AM","1305","11","Northeast","1184",34,"M","H","24","Miscellaneous Other Violations","M","602(O)(2)PC","REFUSE TO LEAVE PROPERTY UPON REQST OWNER","MISDEMEANOR COMPLAINT FILED","1600    SARGENT                      CT",NA,34.0812,-118.252,"POINT (-118.252 34.0812)","06/06/2020 12:00:00 AM","1715","METRO - JAIL DIVISION",4273,23,2020-06-06,6
6361,5942565,"BOOKING","05/29/2020 12:00:00 AM","0010","15","N Hollywood","1565",34,"M","H","22","Driving Under Influence","M","23152(A)VC","DRUNK DRIVING ALCOHOL/DRUGS",NA,"VINELAND","VENTURA                      FY",34.1493,-118.3759,"POINT (-118.3759 34.1493)","05/29/2020 12:00:00 AM","0119","VALLEY - JAIL DIV",4279,22,2020-05-29,5
6366,5939555,"BOOKING","05/25/2020 12:00:00 AM","1710","04","Hollenbeck","0478",19,"F","H","04","Aggravated Assault","M","417.4PC","DRAW/EXHIBIT IMITATION FIREARM","MISDEMEANOR COMPLAINT FILED","3300    WHITTIER                     BL",NA,34.0286,-118.2028,"POINT (-118.2028 34.0286)","05/25/2020 12:00:00 AM","2103","METRO - JAIL DIVISION",4273,22,2020-05-25,5
6379,5945677,"BOOKING","05/31/2020 12:00:00 AM","2235","16","Foothill","1654",26,"M","H","22","Driving Under Influence","M","23152(A)VC","DRUNK DRIVING ALCOHOL/DRUGS","MISDEMEANOR COMPLAINT FILED","TELFAIR","KELOWNA",34.257,-118.3994,"POINT (-118.3994 34.257)","06/01/2020 12:00:00 AM","0036","VALLEY - JAIL DIV",4279,22,2020-05-31,5
6382,5938649,"BOOKING","05/24/2020 12:00:00 AM","0350","07","Wilshire","0732",17,"M","H","03","Robbery","F","A215(A)PC","ATTEMPTED CARJACKING","OTHER LAW ENFORCEMENT AGENCY","6300    WILSHIRE                     BL",NA,34.0665,-118.3662,"POINT (-118.3662 34.0665)","05/24/2020 12:00:00 AM","0730","HOLLYWOOD",4206,21,2020-05-24,5
6386,5941636,"BOOKING","05/28/2020 12:00:00 AM","1240","12","77th Street","1256",33,"M","B","16","Narcotic Drug Laws","F","11350(A)HS","POSSESSION NARCOTIC CONTROLLED SUBSTANCE","MISDEMEANOR COMPLAINT FILED","600 W  FLORENCE                     AV",NA,33.9747,-118.2838,"POINT (-118.2838 33.9747)","05/28/2020 12:00:00 AM","1440","77TH ST",4212,22,2020-05-28,5
6397,5947158,"BOOKING","06/02/2020 12:00:00 AM","1750","14","Pacific","1446",34,"M","H","24","Miscellaneous Other Violations","M","166(C)(1)PC","VIOL DOMESTIC VIOL PROTECT/STAY AWAY ORD","MISDEMEANOR COMPLAINT FILED","12100    WASHINGTON                   BL",NA,34.0012,-118.4267,"POINT (-118.4267 34.0012)","06/02/2020 12:00:00 AM","1842","PACIFIC",4214,23,2020-06-02,6
6398,5939221,"BOOKING","05/25/2020 12:00:00 AM","0340","12","77th Street","1245",32,"M","H","07","Vehicle Theft","F","10851(A)VC","TAKE VEHICLE W/O OWNER'S CONSENT","FELONY COMPLAINT FILED","64TH                         ST","BUDLONG",33.9814,-118.2958,"POINT (-118.2958 33.9814)","05/25/2020 12:00:00 AM","0706","77TH ST",4212,22,2020-05-25,5
6403,5940916,"BOOKING","05/27/2020 12:00:00 AM","1700","13","Newton","1331",27,"F","B","16","Narcotic Drug Laws","F","11379(A)HS","TRANSPORT/SELL CONTROLLED SUBSTANCE","FELONY COMPLAINT FILED","HILL","32ND",34.0211,-118.274,"POINT (-118.274 34.0211)","05/27/2020 12:00:00 AM","1943","77TH ST",4212,22,2020-05-27,5
6405,5941405,"BOOKING","05/28/2020 12:00:00 AM","0330","07","Wilshire","0774",34,"F","B","24","Miscellaneous Other Violations","F","3000.08CPC","PAROLE WARRANT","FELONY COMPLAINT FILED","SYCAMORE","VENICE",34.0433,-118.3499,"POINT (-118.3499 34.0433)","05/28/2020 12:00:00 AM","0609","METRO - JAIL DIVISION",4273,22,2020-05-28,5
6406,5943420,"BOOKING","05/29/2020 12:00:00 AM","1100","09","Van Nuys","0964",37,"F","W","23","Moving Traffic Violations","M","20002(A)VC","HIT AND RUN:PROP DAMAGE","MISDEMEANOR COMPLAINT FILED","4900    VAN NUYS                     BL",NA,34.1594,-118.4487,"POINT (-118.4487 34.1594)","05/29/2020 12:00:00 AM","1343","VALLEY - JAIL DIV",4279,22,2020-05-29,5
6413,5948423,"BOOKING","06/03/2020 12:00:00 AM","2330","09","Van Nuys","0964",30,"M","W","04","Aggravated Assault","F","273.5(A)PC","CORPORAL INJURY ON SPOUSE/COHABITANT/ETC","MISDEMEANOR COMPLAINT FILED","13900 W  RIVERSIDE                    DR",NA,34.1576,-118.4352,"POINT (-118.4352 34.1576)","06/04/2020 12:00:00 AM","0237","VALLEY - JAIL DIV",4279,23,2020-06-03,6
6416,5943758,"BOOKING","05/29/2020 12:00:00 AM","1630","21","Topanga","2107",30,"F","H","08","Other Assaults","M","243(E)(1)PC","BATT EX-SPOUSE/FIANCEE/PERSN W/DATING REL","MISDEMEANOR COMPLAINT FILED","8300    VARIEL                       AV",NA,34.2199,-118.5929,"POINT (-118.5929 34.2199)","05/29/2020 12:00:00 AM","1938","VALLEY - JAIL DIV",4279,22,2020-05-29,5
6430,5947838,"BOOKING","06/03/2020 12:00:00 AM","1404","05","Harbor","0504",59,"F","B","06","Larceny","M","459.5PC","SHOPLIFTING","MISDEMEANOR COMPLAINT FILED","19500    NORMANDIE                    AV",NA,33.8481,-118.3041,"POINT (-118.3041 33.8481)","06/03/2020 12:00:00 AM","1617","HARBOR",4205,23,2020-06-03,6
6436,5938184,"BOOKING","05/23/2020 12:00:00 AM","1020","06","Hollywood","0663",37,"M","B","03","Robbery","F","211PC","ROBBERY","CITY ATTORNEY REJECT","WILLOUGHBY","LA BREA",34.0871,-118.3441,"POINT (-118.3441 34.0871)","05/23/2020 12:00:00 AM","1503","HOLLYWOOD",4206,21,2020-05-23,5
6439,5942936,"BOOKING","05/29/2020 12:00:00 AM","0800","12","77th Street","1259",16,"M","H","03","Robbery","F","211PC","ROBBERY",NA,"MCKINLEY                     AV","78TH                         ST",33.9685,-118.2608,"POINT (-118.2608 33.9685)","05/29/2020 12:00:00 AM","1056","77TH ST",4212,22,2020-05-29,5
6440,5949053,"BOOKING","06/05/2020 12:00:00 AM","0136","19","Mission","1994",25,"M","H","03","Robbery","F","211PC","ROBBERY","DISTRICT ATTORNEY REJECT","BLYTHE","WILLIS",34.2153,-118.4553,"POINT (-118.4553 34.2153)","06/05/2020 12:00:00 AM","0423","VALLEY - JAIL DIV",4279,23,2020-06-05,6
6443,5938243,"BOOKING","05/23/2020 12:00:00 AM","1215","03","Southwest","0328",23,"F","H","08","Other Assaults","M","243(B)PC","BATTERY ON PO/EMERGENCY PERSONNEL W/O INJ","MISDEMEANOR COMPLAINT FILED","FIGUEROA                     ST","32ND                         ST",34.0235,-118.279,"POINT (-118.279 34.0235)","05/23/2020 12:00:00 AM","1717","77TH ST",4212,21,2020-05-23,5
6444,5940392,"BOOKING","05/26/2020 12:00:00 AM","2040","05","Harbor","0563",26,"M","H","05","Burglary","F","459PC","BURGLARY","FELONY COMPLAINT FILED","22ND                         ST","MINER                        AV",33.7321,-118.295,"POINT (-118.295 33.7321)","05/27/2020 12:00:00 AM","0110","77TH ST",4212,22,2020-05-26,5
6445,5941470,"BOOKING","05/28/2020 12:00:00 AM","0830","02","Rampart","0256",26,"M","H","08","Other Assaults","M","243(E)(1)PC","BATT EX-SPOUSE/FIANCEE/PERSN W/DATING REL","MISDEMEANOR COMPLAINT FILED","600 S  WESTLAKE                     AV",NA,34.059,-118.2736,"POINT (-118.2736 34.059)","05/28/2020 12:00:00 AM","1007","METRO - JAIL DIVISION",4273,22,2020-05-28,5
6452,5945488,"BOOKING","05/31/2020 12:00:00 AM","1630","08","West LA","0831",26,"M","B","05","Burglary","F","463(A)PC","2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC","FELONY COMPLAINT FILED","WILSHIRE","CENTINELA",34.0414,-118.4709,"POINT (-118.4709 34.0414)","05/31/2020 12:00:00 AM","2101","VALLEY - JAIL DIV",4279,22,2020-05-31,5
6457,5941304,"BOOKING","05/27/2020 12:00:00 AM","1950","03","Southwest","0397",36,"M","H","06","Larceny","F","487(A)PC","GRAND THEFT MONEY/PROPERTY > $400","849(B)(1) PC/TECHNICAL ARREST","43RD                         ST","VERMONT",34.0055,-118.2915,"POINT (-118.2915 34.0055)","05/28/2020 12:00:00 AM","0016","77TH ST",4212,22,2020-05-27,5
6462,5946898,"BOOKING","06/01/2020 12:00:00 AM","1830","21","Topanga","2156",20,"M","B","05","Burglary","F","463(A)PC","2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC","FELONY COMPLAINT FILED","6600    TOPANGA CANYON               BL",NA,34.1905,-118.6059,"POINT (-118.6059 34.1905)","06/02/2020 12:00:00 AM","0436","VALLEY - JAIL DIV",4279,23,2020-06-01,6
6463,5943661,"BOOKING","05/29/2020 12:00:00 AM","1340","14","Pacific","1469",41,"M","B","08","Other Assaults","M","148(A)(1)PC","OBSTRUCT/ETC PUB OFCR/ETC",NA,"SAN DIEGO                    FY","CENTINELA",33.9761,-118.3726,"POINT (-118.3726 33.9761)","05/29/2020 12:00:00 AM","1549","77TH ST",4212,22,2020-05-29,5
6464,5947337,"BOOKING","06/02/2020 12:00:00 AM","2010","03","Southwest","0361",53,"M","B","08","Other Assaults","M","243(E)(1)PC","BATT EX-SPOUSE/FIANCEE/PERSN W/DATING REL","MISDEMEANOR COMPLAINT FILED","5000    COLISEUM                     ST",NA,34.0183,-118.3536,"POINT (-118.3536 34.0183)","06/02/2020 12:00:00 AM","2204","77TH ST",4212,23,2020-06-02,6
6470,5944401,"BOOKING","05/30/2020 12:00:00 AM","0200","09","Van Nuys","0935",42,"M","H","15","Against Family/Child","M","273.6(A)PC","DISOBEY DOMESTIC RELATIONS COURT ORDER","MISDEMEANOR COMPLAINT FILED","14300    SYLVAN                       ST",NA,34.1847,-118.4444,"POINT (-118.4444 34.1847)","05/30/2020 12:00:00 AM","0341","VALLEY - JAIL DIV",4279,22,2020-05-30,5
6471,5937934,"BOOKING","05/23/2020 12:00:00 AM","0030","14","Pacific","1407",46,"M","W","24","Miscellaneous Other Violations","F","236PC","FALSE IMPRISONMENT","FELONY COMPLAINT FILED","200 S  BARINGTON                    AV",NA,34.0252,-118.4041,"POINT (-118.4041 34.0252)","05/23/2020 12:00:00 AM","0206","PACIFIC",4214,21,2020-05-23,5
6474,5942425,"BOOKING","05/28/2020 12:00:00 AM","1945","06","Hollywood","0666",31,"M","B","24","Miscellaneous Other Violations","F","3000.08CPC","PAROLE WARRANT","FELONY COMPLAINT FILED","CAHUENGA","DELONGPRE",34.0944,-118.3277,"POINT (-118.3277 34.0944)","05/28/2020 12:00:00 AM","2029","HOLLYWOOD",4206,22,2020-05-28,5
6478,5940561,"BOOKING","05/27/2020 12:00:00 AM","0555","16","Foothill","1656",37,"M","H","14","Sex (except rape/prst)","F","288(A)PC","LEWD/LASCIVIOUS ACTS W/CHILD < 14 YRS","DISTRICT ATTORNEY REJECT","PINEWOOD","GREELEY",34.2549,-118.3195,"POINT (-118.3195 34.2549)","05/27/2020 12:00:00 AM","0826","VALLEY - JAIL DIV",4279,22,2020-05-27,5
6480,5947040,"BOOKING","06/02/2020 12:00:00 AM","0920","20","Olympic","2027",16,"F","B","03","Robbery","F","211PC","ROBBERY",NA,"5TH                          ST","VERMONT                      AV",34.0654,-118.2916,"POINT (-118.2916 34.0654)","06/02/2020 12:00:00 AM","1229","METRO - JAIL DIVISION",4273,23,2020-06-02,6
6485,5941261,"BOOKING","05/27/2020 12:00:00 AM","2050","18","Southeast","1829",31,"M","H","22","Driving Under Influence","M","23152(A)VC","DRUNK DRIVING ALCOHOL/DRUGS","MISDEMEANOR COMPLAINT FILED","CENTURY","LOU DILLON",33.9456,-118.2323,"POINT (-118.2323 33.9456)","05/28/2020 12:00:00 AM","0001","77TH ST",4212,22,2020-05-27,5
6488,5940452,"BOOKING","05/26/2020 12:00:00 AM","2347","05","Harbor","0555",33,"M","W","07","Vehicle Theft","F","487(D)(1)PC","GRAND THEFT AUTO/HORSE/ETC","849(B)(1) PC/TECHNICAL ARREST","500 W  ELBERON                      AV",NA,33.7486,-118.2917,"POINT (-118.2917 33.7486)","05/27/2020 12:00:00 AM","0329","HARBOR",4205,22,2020-05-26,5
6490,5939437,"BOOKING","05/25/2020 12:00:00 AM","1420","05","Harbor","0562",28,"M","W","04","Aggravated Assault","F","273.5(A)PC","CORPORAL INJURY ON SPOUSE/COHABITANT/ETC","MISDEMEANOR COMPLAINT FILED","1300 W  10TH                         ST",NA,33.7352,-118.3056,"POINT (-118.3056 33.7352)","05/25/2020 12:00:00 AM","1728","HARBOR",4205,22,2020-05-25,5
6496,5947375,"BOOKING","06/02/2020 12:00:00 AM","1900","08","West LA","0858",24,"M","W","07","Vehicle Theft","F","10851(A)VC","TAKE VEHICLE W/O OWNER'S CONSENT","FELONY COMPLAINT FILED","CASHIO","ROBERTSON",34.0522,-118.3841,"POINT (-118.3841 34.0522)","06/02/2020 12:00:00 AM","2231","VALLEY - JAIL DIV",4279,23,2020-06-02,6
6500,5949128,"BOOKING","06/05/2020 12:00:00 AM","0515","17","Devonshire","1749",48,"M","H","23","Moving Traffic Violations","F","2800.2(A)VC","EVADE PO:DISREGARD SAFETY","FELONY COMPLAINT FILED","DEVONSHIRE                   BL","SAN DIEGO                    FY",34.261,-118.4807,"POINT (-118.4807 34.261)","06/05/2020 12:00:00 AM","0904","VALLEY - JAIL DIV",4279,23,2020-06-05,6
6501,5942668,"BOOKING","05/29/2020 12:00:00 AM","0440","12","77th Street","1213",17,"M","H","07","Vehicle Theft","F","10851(A)VC","TAKE VEHICLE W/O OWNER'S CONSENT","849(B)(1) PC/TECHNICAL ARREST","2000 W  54TH                         ST",NA,33.9933,-118.3138,"POINT (-118.3138 33.9933)","05/29/2020 12:00:00 AM","0638","77TH ST",4212,22,2020-05-29,5
6508,5947740,"BOOKING","06/03/2020 12:00:00 AM","0615","03","Southwest","0395",26,"M","B","07","Vehicle Theft","F","487(D)(1)PC","GRAND THEFT AUTO/HORSE/ETC","FELONY COMPLAINT FILED","42ND                         ST","WESTERN                      AV",34.0073,-118.3089,"POINT (-118.3089 34.0073)","06/03/2020 12:00:00 AM","1009","77TH ST",4212,23,2020-06-03,6
6509,5949555,"BOOKING","06/05/2020 12:00:00 AM","2105","12","77th Street","1215",30,"M","B","24","Miscellaneous Other Violations","M","166(C)(1)PC","VIOL DOMESTIC VIOL PROTECT/STAY AWAY ORD","MISDEMEANOR COMPLAINT FILED","1400 W  58TH                         ST",NA,33.9897,-118.3002,"POINT (-118.3002 33.9897)","06/06/2020 12:00:00 AM","0254","77TH ST",4212,23,2020-06-05,6
6511,5939939,"BOOKING","05/26/2020 12:00:00 AM","1000","16","Foothill","1623",33,"M","H","16","Narcotic Drug Laws","M","11377(A)HS","POSSESSION CONTROLLED SUBSTANCE","MISDEMEANOR COMPLAINT FILED","10700    SUTTER                       AV",NA,34.2644,-118.4189,"POINT (-118.4189 34.2644)","05/26/2020 12:00:00 AM","1144","VALLEY - JAIL DIV",4279,22,2020-05-26,5
